,GATE_NAME,GATE_TYPE,LIM2_MEAN,LIM4_MEAN,INF_MEAN,LIM2_MEDIAN,LIM4_MEDIAN,INF_MEDIAN,LIM2_SIZE,LIM4_SIZE,INF_SIZE
39,U150,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
40,U151,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
41,U152,AO22X1,0.2604166666666667,0.09453125,0.0876736111111111,0.1875,0.0859375,0.09375,6,10,9
42,U153,MUX21X1,0.1709872159090909,0.14465,0.1495535714285714,0.134765625,0.0863,0.099609375,11,16,14
43,U154,OA221X1,0.127734375,0.1803977272727272,0.202734375,0.134765625,0.173828125,0.18359375,10,11,10
44,U155,OA221X1,0.21484375,0.2096354166666666,0.1905381944444444,0.1640625,0.19140625,0.19140625,8,9,9
45,U156,NAND2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
46,U157,AND2X1,0.4166666666666667,1.0,1.0,0.25,1.0,1.0,3,2,2
47,U158,AO221X1,0.21484375,0.1352982954545454,0.137109375,0.1640625,0.109375,0.11328125,8,11,10
48,U159,NOR2X0,0.25,0.0625,0.0625,0.25,0.0625,0.0625,3,5,5
49,U160,NAND2X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
50,U161,INVX0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
51,U162,MUX21X1,0.1796875,0.0737105263157894,0.10920625,0.0859375,0.0148,0.03865,8,19,16
52,U163,NOR3X0,0.0416666666666666,0.14140625,0.14140625,0.03125,0.16796875,0.16796875,9,10,10
53,U164,MUX21X1,0.375,0.275,0.275,0.375,0.125,0.125,4,5,5
54,U165,NOR2X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
55,U166,NAND3X0,0.25,0.28125,0.28125,0.25,0.28125,0.28125,4,6,6
56,U167,NAND2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
57,U168,INVX0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
58,U169,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
59,U170,MUX21X1,0.325,0.3375,0.3375,0.375,0.1875,0.1875,5,5,5
60,U171,OA21X1,0.25,0.25,0.25,0.25,0.25,0.25,4,4,4
61,U172,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
62,U173,AO22X1,0.234375,0.0979817708333333,0.092684659090909,0.15625,0.091796875,0.05859375,8,12,11
63,U174,XNOR3X1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3
64,U175,NOR2X0,0.25,0.125,0.125,0.25,0.125,0.125,3,4,4
65,U176,NAND2X0,0.2875,0.1979166666666666,0.2,0.1875,0.1875,0.25,5,6,5
66,U177,NAND3X0,0.125,0.125,0.125,0.125,0.125,0.125,4,4,4
67,U178,NAND2X0,0.25,0.125,0.125,0.25,0.125,0.125,3,4,4
68,U179,MUX21X1,0.275,0.1651785714285714,0.1651785714285714,0.125,0.03125,0.03125,5,7,7
69,U180,MUX21X1,0.275,0.1651785714285714,0.1651785714285714,0.125,0.03125,0.03125,5,7,7
70,U181,MUX21X1,0.275,0.1651785714285714,0.1651785714285714,0.125,0.03125,0.03125,5,7,7
71,U182,MUX21X1,0.275,0.1651785714285714,0.1651785714285714,0.125,0.03125,0.03125,5,7,7
72,U183,AO221X1,0.155859375,0.1587357954545454,0.166796875,0.099609375,0.10546875,0.1171875,10,11,10
73,U184,AND3X1,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,5,5,5
74,U185,NAND4X0,0.125,0.203125,0.203125,0.125,0.171875,0.171875,6,7,7
75,U186,AO21X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
76,U187,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
77,U188,MUX21X1,0.5,0.5,0.5,0.5,0.5,0.5,3,3,3
78,U189,NOR2X0,0.5,0.25,0.125,0.5,0.25,0.125,2,3,4
79,U190,INVX0,0.5,0.25,0.25,0.5,0.25,0.25,2,3,3
80,U191,NOR2X0,0.5,0.25,0.25,0.5,0.25,0.25,2,3,3
81,U192,INVX0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
82,U193,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
83,U194,AO22X1,0.1532118055555555,0.1579861111111111,0.1579861111111111,0.06640625,0.078125,0.078125,9,9,9
84,U195,NOR2X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
85,U196,NAND2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
86,U197,NAND4X0,0.0729166666666666,0.1116071428571428,0.1116071428571428,0.09375,0.09375,0.09375,6,7,7
87,U198,INVX0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
88,U199,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
89,U200,INVX0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
90,U201,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
91,U202,NAND2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
92,U203,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
93,U204,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
