,GATE_NAME,GATE_TYPE,LIM2_MEAN,LIM4_MEAN,INF_MEAN,LIM2_MEDIAN,LIM4_MEDIAN,INF_MEDIAN,LIM2_SIZE,LIM4_SIZE,INF_SIZE
25,U225,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
26,U226,NOR2X0,0.5,0.3839285714285714,0.2916363636363636,0.5,0.28125,0.0122,4,14,33
27,U227,XOR2X1,0.8,0.598447619047619,0.3690848484848484,1.0,0.7529,0.0168,5,21,33
28,U228,NOR2X0,0.25,0.0521157894736842,0.0053848484848484,0.25,0.0002,0.0,4,19,33
29,U229,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
30,U230,NOR2X0,0.5,0.3056933333333333,0.3145878787878788,0.5,0.2491,0.0135,4,15,33
31,U231,XOR2X1,0.75,0.3853210526315789,0.3997151515151515,0.75,0.2172,0.018,4,19,33
32,U232,NOR2X0,0.15625,0.04956,0.005890909090909,0.09375,0.0002,0.0,6,20,33
33,U233,AO21X1,0.1875,0.0484681818181818,0.0078757575757575,0.03125,0.00155,0.0,6,22,33
34,U234,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
35,U235,NAND4X0,0.01015625,0.002790909090909,0.0689151515151515,0.013671875,0.0012,0.0412,10,33,33
36,U236,NAND3X0,0.0390625,0.01775,0.0134322580645161,0.0390625,0.0158,0.0137,8,20,31
37,U237,OAI22X1,0.1696428571428571,0.1000600961538461,0.1528925925925925,0.125,0.09765625,0.1555,7,13,27
38,U238,OA22X1,0.2604166666666667,0.2760416666666667,0.2364115384615384,0.21875,0.296875,0.2324,6,9,26
39,U239,NOR2X0,0.5,0.2291666666666666,0.1525777777777777,0.5,0.1875,0.12505,3,6,18
40,U240,NOR2X0,0.5,0.2142857142857142,0.1534764705882353,0.5,0.125,0.1238,3,7,17
41,U241,NOR2X0,0.2375,0.0647941176470588,0.0400193548387096,0.0625,0.0067,0.0084,5,17,31
42,U242,NOR4X0,0.0203993055555555,0.0065,0.0090419354838709,0.02734375,0.0062,0.009,9,17,31
43,U243,INVX0,0.5,0.375,0.3476111111111111,0.5,0.375,0.3739,2,5,18
44,U244,OA22X1,0.2604166666666667,0.3333333333333333,0.2113555555555555,0.15625,0.375,0.1902,6,9,27
45,U245,INVX0,0.5,0.4,0.236175,0.5,0.5,0.2469,2,5,20
46,U246,NOR2X0,0.5,0.3035714285714285,0.2339523809523809,0.5,0.25,0.2499,3,7,21
47,U247,INVX0,0.5,0.3214285714285714,0.2340809523809524,0.5,0.25,0.249,2,7,21
48,U248,NOR2X0,1.0,0.7,0.410005,1.0,0.5,0.4945,2,5,20
49,U249,INVX0,0.125,0.0951266666666666,0.016990625,0.125,0.0433,0.0139999999999999,4,15,32
50,U250,NAND4X0,0.0143229166666666,0.0406117647058823,0.01765,0.015625,0.0383,0.01525,12,17,32
51,U251,AND4X1,0.18359375,0.0188294117647058,0.008496875,0.1171875,0.0232,0.0071,8,17,32
52,U252,AND2X1,0.1770833333333333,0.0095277777777777,0.004384375,0.15625,0.0113,0.0040999999999999,6,18,32
53,U253,AND4X1,0.0138033353365384,0.1666666666666666,0.017209375,0.003662109375,0.171875,0.01415,13,12,32
54,U254,AND4X1,0.173828125,0.02562,0.0085,0.1015625,0.0322,0.0072499999999999,8,15,32
55,U255,AND2X1,0.25,0.03125,0.004284375,0.25,0.03125,0.00385,4,11,32
56,U256,XNOR2X1,0.4375,0.0669375,0.0332374999999999,0.25,0.0059,0.0019,4,16,32
57,U257,NAND3X0,0.015625,0.0035363636363636,0.002053125,0.015625,0.0039,0.0018,7,22,32
58,U258,XNOR2X1,0.4375,0.0844350961538461,0.03329375,0.25,0.009765625,0.00215,4,13,32
59,U259,NAND3X0,0.015625,0.0037199999999999,0.002315625,0.015625,0.0036499999999999,0.00215,7,20,32
60,U260,XNOR2X1,0.4375,0.0844350961538461,0.033340625,0.25,0.009765625,0.002,4,13,32
61,U261,NAND3X0,0.03125,0.0044684210526315,0.00228125,0.03125,0.005,0.002,6,19,32
62,U262,XNOR2X1,0.4375,0.0844350961538461,0.033203125,0.25,0.009765625,0.0021,4,13,32
63,U263,NAND3X0,0.03125,0.0042263157894736,0.002203125,0.03125,0.0048,0.0023,6,19,32
64,U264,NOR2X0,0.3125,0.35,0.3473166666666666,0.25,0.375,0.37365,4,5,18
65,U265,INVX0,1.0,0.5,0.4693470588235294,1.0,0.5,0.4972,2,5,17
66,U266,XOR2X1,0.3,0.05915,0.033171875,0.125,0.0049,0.0019,5,18,32
67,U267,NAND4X0,0.0151909722222222,0.0019304347826086,0.002234375,0.01953125,0.0021,0.0019,9,23,32
68,U268,AND3X1,0.125,0.0811298076923077,0.0651333333333333,0.125,0.0625,0.0637,6,13,27
69,U269,XNOR2X1,0.3,0.0963541666666666,0.033209375,0.125,0.015625,0.0020499999999999,5,12,32
70,U270,NAND4X0,0.03125,0.0036166666666666,0.0021625,0.03125,0.0036,0.002,7,18,32
71,U271,XNOR2X1,0.3,0.0817522321428571,0.0331375,0.125,0.013671875,0.00185,5,14,32
72,U272,NAND4X0,0.03125,0.0037210526315789,0.002090625,0.03125,0.0038,0.0018,7,19,32
73,U273,XNOR2X1,0.4375,0.09765625,0.03343125,0.25,0.015625,0.0019,4,12,32
74,U274,NAND3X0,0.03125,0.0035222222222222,0.00214375,0.03125,0.0031,0.00195,6,18,32
75,U275,XNOR2X1,0.4375,0.09765625,0.03326875,0.25,0.015625,0.00185,4,12,32
76,U276,NAND3X0,0.03125,0.0035611111111111,0.002134375,0.03125,0.00325,0.002,6,18,32
77,U277,AND2X1,0.25,0.0567908653846153,0.0296464285714285,0.25,0.05859375,0.02795,3,13,28
78,U278,INVX0,0.5,0.375,0.3535764705882352,0.5,0.375,0.3758,2,5,17
79,U279,NAND2X0,0.375,0.375,0.3533588235294118,0.375,0.375,0.3733,5,7,17
80,U280,OAI21X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
81,U281,XNOR2X1,0.4375,0.0746266666666666,0.03330625,0.25,0.01,0.0022,4,15,32
82,U282,NAND3X0,0.015625,0.003515,0.0020625,0.015625,0.0035,0.0019,7,20,32
83,U283,XNOR2X1,0.3,0.07366,0.033540625,0.125,0.009,0.00215,5,15,32
84,U284,NAND4X0,0.03125,0.0045315789473684,0.002040625,0.03125,0.0048,0.00185,7,19,32
85,U285,AND2X1,0.125,0.0521065848214285,0.020174074074074,0.125,0.046875,0.016,4,14,27
86,U286,XNOR2X1,0.4375,0.0745466666666666,0.0333875,0.25,0.0096,0.00215,4,15,32
87,U287,NAND3X0,0.015625,0.003485,0.0021125,0.015625,0.00355,0.0021,7,20,32
88,U288,AND3X1,0.125,0.0482933333333333,0.0201333333333333,0.125,0.0488,0.0163,5,15,27
89,U289,AND2X1,0.1875,0.095703125,0.07657,0.1875,0.111328125,0.06325,5,10,20
90,U290,AO21X1,0.2375,0.1783854166666666,0.25,0.0625,0.12890625,0.1875,5,9,6
91,U291,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
92,U292,XOR2X1,0.3,0.0717933333333333,0.0334125,0.125,0.0061,0.002,5,15,32
93,U293,NAND4X0,0.03125,0.0045238095238095,0.002128125,0.03125,0.0046,0.0018,8,21,32
94,U294,XNOR2X1,0.4375,0.0904947916666666,0.03325625,0.25,0.0078125,0.002,4,12,32
95,U295,NAND3X0,0.03125,0.0051157894736842,0.002134375,0.03125,0.0052,0.0019,6,19,32
96,U296,AND2X1,0.5,0.328125,0.2374,0.5,0.25,0.24955,4,8,20
97,U297,XNOR2X1,0.4375,0.0904947916666666,0.033259375,0.25,0.0078125,0.0020499999999999,4,12,32
98,U298,NAND3X0,0.03125,0.0051473684210526,0.00226875,0.03125,0.005,0.002,6,19,32
99,U299,NOR2X0,0.5,0.296875,0.2351571428571428,0.5,0.25,0.2513,3,8,21
100,U300,INVX0,1.0,0.625,0.4581333333333333,1.0,0.5,0.4987,2,4,15
101,U301,NOR2X0,0.5,0.328125,0.235845,0.5,0.25,0.24755,4,8,20
102,U302,XOR2X1,0.4375,0.0904947916666666,0.0333375,0.25,0.0078125,0.002,4,12,32
103,U303,NAND3X0,0.03125,0.0051842105263157,0.0022375,0.03125,0.0047,0.002,6,19,32
104,U304,NOR2X0,0.5,0.2916666666666667,0.2339809523809523,0.5,0.25,0.2473,4,9,21
105,U305,XOR2X1,0.6666666666666666,0.6,0.4586333333333333,0.5,0.5,0.4995,3,5,15
106,U306,NAND2X0,0.5,0.5,0.4196428571428571,0.5,0.5,0.5,3,9,14
107,U307,XOR2X1,1.0,0.9166666666666666,0.8269230769230769,1.0,1.0,1.0,3,12,13
108,U308,INVX0,1.0,0.4375,0.4375,1.0,0.25,0.25,2,4,4
109,U309,XOR2X1,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
110,U310,NAND2X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
111,U311,XOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,6,9,9
112,U312,XOR2X1,0.45,0.5,0.4375,0.5,0.5,0.5,5,9,12
113,U313,OAI21X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
114,U314,NAND2X0,0.5,0.4444444444444444,0.3977272727272727,0.5,0.5,0.5,4,9,11
115,U315,XNOR3X1,1.0,0.775,0.775,1.0,1.0,1.0,6,10,10
116,U316,XOR2X1,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
117,U317,NAND2X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
118,U318,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,3
119,U319,XOR3X1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3
120,U320,AND2X1,0.125,0.0564903846153846,0.0292535714285714,0.125,0.05859375,0.02745,4,13,28
121,U321,AND2X1,0.1875,0.092578125,0.0855428571428571,0.1875,0.111328125,0.079,5,10,21
122,U322,AO21X1,0.2375,0.1783854166666666,0.25,0.0625,0.12890625,0.1875,5,9,6
123,U323,INVX0,0.5,0.25,0.25,0.5,0.25,0.25,2,4,4
124,U324,NAND2X0,0.3125,0.25,0.25,0.25,0.25,0.25,4,4,4
125,U325,AO21X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
126,U326,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
127,U327,AND3X1,0.25,0.25,0.25,0.25,0.25,0.25,4,4,4
128,U328,NAND2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
129,U329,NOR2X0,0.375,0.3541666666666667,0.34495,0.375,0.375,0.3717,5,6,18
130,U330,OA21X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
131,U331,XNOR2X1,0.5,0.375,0.4724588235294117,0.5,0.375,0.4978,4,10,17
132,U332,OAI21X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
133,U333,OR2X1,0.5,0.3033854166666667,0.4663666666666666,0.5,0.34375,0.499,3,12,15
134,U334,XNOR2X1,0.6428571428571429,0.9285714285714286,0.9285714285714286,0.375,1.0,1.0,7,14,14
135,U335,OA22X1,0.3258928571428571,0.8333333333333334,0.8333333333333334,0.21875,1.0,1.0,7,6,6
136,U336,XOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4
137,U337,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
138,U338,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
139,U339,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
140,U340,NAND2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
141,U341,XOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4
142,U342,XOR3X1,1.0,1.0,1.0,1.0,1.0,1.0,4,8,8
143,U343,XOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,6,6,6
144,U344,XOR3X1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3
145,U345,NOR2X0,0.375,0.375,0.3539411764705882,0.375,0.375,0.3757,5,7,17
146,U346,OA21X1,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.25,0.25,3,3,3
147,U347,XOR2X1,0.6666666666666666,0.425,0.5000666666666667,0.5,0.5,0.499,3,10,15
148,U348,OR2X1,0.5,0.4155999999999999,0.4642857142857143,0.5,0.4981,0.5,4,15,14
149,U349,XOR3X1,0.6875,0.9230769230769232,0.9230769230769232,0.6875,1.0,1.0,8,13,13
150,U350,XOR3X1,1.0,1.0,1.0,1.0,1.0,1.0,6,6,6
151,U351,XOR3X1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3
152,U352,XOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
153,U353,OA22X1,0.5,0.75,0.75,0.25,0.75,0.75,5,4,4
154,U354,XOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
155,U355,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
156,U356,AND2X1,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
157,U357,NAND2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
158,U358,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
159,U359,XOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
160,U360,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3
161,U361,XOR3X1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3
162,U362,NOR2X0,0.5,0.3541666666666667,0.23785,0.5,0.3125,0.2495,3,6,20
163,U363,XNOR2X1,0.6666666666666666,0.5625,0.4431818181818182,0.5,0.5,0.5,3,8,11
164,U364,NAND2X0,0.5,0.4444444444444444,0.3875,0.5,0.5,0.5,3,9,10
165,U365,XNOR2X1,1.0,0.75,0.75,1.0,1.0,1.0,6,9,9
166,U366,XOR3X1,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4
167,U367,XOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
168,U368,XOR3X1,0.75,0.55,0.55,0.75,0.25,0.25,4,5,5
169,U369,NAND2X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
170,U370,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
171,U371,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
172,U372,INVX0,1.0,0.6,0.4519230769230769,1.0,0.5,0.5,2,5,13
173,U373,XOR2X1,0.6666666666666666,0.5555555555555556,0.4519230769230769,0.5,0.5,0.5,3,9,13
174,U374,NAND2X0,0.5,0.4545454545454545,0.40625,0.5,0.5,0.5,4,11,12
175,U375,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
176,U376,XNOR3X1,1.0,0.7954545454545454,0.7954545454545454,1.0,1.0,1.0,7,11,11
177,U377,XOR3X1,1.0,1.0,1.0,1.0,1.0,1.0,4,4,4
178,U378,XNOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
179,U379,XOR2X1,0.6666666666666666,0.4375,0.4375,0.5,0.25,0.25,3,4,4
180,U380,NAND2X0,0.25,0.25,0.25,0.25,0.25,0.25,3,3,3
181,U381,NOR2X0,0.5,0.5,0.5,0.5,0.5,0.5,2,2,2
182,U382,XNOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3
183,U383,XOR2X1,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2
184,U384,INVX0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
